,Company,TypeName,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,ppi,Touchscreen,IPS,HDD,SSD,Hybrid,Flash_Storage
885,HP,2 in 1 Convertible,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.28,160975,165.63,1,0,0,256,0,0
886,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Linux,2.18,40776,100.45,0,0,1,0,0,0
887,Asus,Gaming,Intel Core i5,12,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,122579,127.34,0,0,1,128,0,0
888,Acer,Netbook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.25,26576,135.09,0,1,0,0,0,32
889,Lenovo,Notebook,AMD A-Series,4,500GB HDD,AMD Radeon,Windows 10,2.8,33913,106.11,0,0,500,0,0,0
890,HP,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.95,113192,157.35,0,0,0,128,0,0
891,HP,2 in 1 Convertible,Intel Core i7,16,256GB SSD,Intel HD,Windows 10,1.42,125183,276.05,1,0,0,256,0,0
893,Lenovo,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.32,160975,157.35,0,1,0,256,0,0
894,MSI,Gaming,Intel Core i7,16,512GB SSD +  2TB HDD,Nvidia GeForce,Windows 10,2.43,237033,254.67,0,1,2,512,0,0
895,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.05,131983,165.63,0,0,0,256,0,0
896,Dell,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,Linux,2.62,83127,141.21,0,0,1,0,0,0
897,HP,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.04,80532,141.21,0,0,1,0,0,0
898,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Windows 10,2.18,54941,100.45,0,0,1,0,0,0
899,Dell,Notebook,Intel Core i5,8,500GB HDD,Intel HD,Windows 10,1.9,83664,141.21,0,0,500,0,0,0
900,Dell,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.24,180132,276.05,1,0,0,512,0,0
901,Asus,Gaming,Intel Core i7,32,256GB SSD +  256GB SSD,Nvidia GeForce,Windows 10,3.58,114445,127.34,0,1,0,512,0,0
902,Dell,2 in 1 Convertible,Intel Core i7,16,256GB SSD,Intel HD,Windows 10,1.22,147553,165.63,1,0,0,256,0,0
903,Lenovo,Ultrabook,Intel Core i7,8,256GB Flash Storage,Intel HD,Windows 10,1.13,183345,157.35,0,1,0,0,0,256
904,Lenovo,Notebook,Intel Core i5,8,512GB SSD,Intel HD,Windows 10,1.95,175648,141.21,0,1,0,512,0,0
906,HP,Netbook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.26,132699,176.23,0,0,0,512,0,0
907,Acer,Notebook,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,2.2,32123,141.21,0,1,0,0,0,16
908,Lenovo,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.6,70600,141.21,0,1,1,128,0,0
910,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.6,107823,157.35,0,0,0,256,0,0
911,HP,Ultrabook,Other Intel Processor,8,240GB SSD,Intel HD,Windows 10,1.09,277388,352.47,1,0,0,240,0,0
912,Lenovo,Notebook,Intel Core i7,6,256GB SSD,Nvidia GeForce,Windows 10,2.2,70600,141.21,0,0,0,256,0,0
913,HP,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.04,91179,141.21,0,0,0,256,0,0
914,Acer,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.4,44651,141.21,0,0,1,0,0,0
915,Lenovo,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.44,78832,165.63,0,0,0,128,0,0
916,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.49,85901,165.63,0,0,0,256,0,0
917,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,143079,127.34,0,0,1,256,0,0
918,Dell,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.6,120709,141.21,0,0,1,128,0,0
919,MSI,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,100210,141.21,0,0,1,128,0,0
920,Dell,Notebook,Intel Core i5,4,1TB HDD,AMD Radeon,Windows 10,2.18,61293,100.45,0,0,1,0,0,0
921,HP,Ultrabook,Intel Core i7,8,256GB SSD,AMD Radeon,Windows 10,1.84,116055,141.21,0,0,0,256,0,0
922,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.39,102813,276.05,1,0,0,256,0,0
923,Toshiba,Notebook,Intel Core i7,16,256GB SSD,Nvidia GeForce,Windows 10,2.4,176723,141.21,0,1,0,256,0,0
924,Lenovo,2 in 1 Convertible,Intel Core i5,8,512GB SSD,Intel HD,Windows 10,1.37,163301,165.63,1,1,0,512,0,0
925,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.95,65311,100.45,0,0,500,0,0,0
926,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.36,147642,176.23,0,1,0,256,0,0
927,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.31,104244,141.21,0,0,0,256,0,0
928,Dell,Notebook,Intel Core i5,4,1TB HDD,Intel HD,Windows 10,2.18,63357,100.45,0,0,1,0,0,0
929,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.95,102813,111.94,0,0,500,0,0,0
930,Lenovo,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Windows 10,2.2,27649,100.45,0,0,1,0,0,0
931,HP,Ultrabook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.26,141289,176.23,0,0,500,0,0,0
932,HP,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,No OS,1.86,25851,100.45,0,0,1,0,0,0
933,Lenovo,2 in 1 Convertible,Intel Core i7,16,1TB SSD,Intel Iris,Windows 10,1.3,160975,276.05,1,1,0,1,0,0
934,Toshiba,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.47,98875,157.35,0,1,0,128,0,0
935,HP,Netbook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.26,149342,176.23,0,0,0,256,0,0
936,Dell,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.18,49984,100.45,0,0,1,0,0,0
937,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,107287,141.21,0,0,1,128,0,0
938,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.36,146658,157.35,0,0,0,256,0,0
939,Dell,Gaming,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.36,246786,169.78,0,0,1,512,0,0
940,HP,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.75,125183,127.34,0,1,1,128,0,0
941,Asus,Notebook,Other Intel Processor,4,1TB HDD,Nvidia GeForce,Windows 10,2.8,47424,106.11,0,0,1,0,0,0
942,Acer,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.23,55388,100.45,0,0,500,0,0,0
943,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.2,100128,100.45,0,0,0,256,0,0
945,Lenovo,Gaming,AMD F-Series,16,512GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.5,89391,141.21,0,1,1,512,0,0
946,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.36,131732,176.23,1,0,0,256,0,0
947,Lenovo,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,No OS,2.2,61294,141.21,0,0,1,0,0,0
948,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Windows 10,2.36,58967,106.11,0,0,1,0,0,0
949,Acer,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.68,31229,111.94,0,0,0,0,0,32
950,HP,Workstation,Intel Core i7,8,8GB SSD,Nvidia Quadro,Windows 10,2.0,201241,141.21,0,1,0,8,0,0
951,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.36,158827,157.35,0,0,0,256,0,0
952,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.2,130641,165.63,0,0,0,256,0,0
953,Asus,2 in 1 Convertible,Other Intel Processor,8,64GB Flash Storage,Intel HD,Chrome OS,1.2,103707,176.23,0,0,0,0,0,64
954,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.7,133235,157.35,0,1,0,256,0,0
955,Dell,Gaming,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.36,282220,254.67,0,1,1,512,0,0
956,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.24,169923,165.63,1,0,0,256,0,0
957,HP,2 in 1 Convertible,Other Intel Processor,4,256GB SSD,Intel HD,Windows 10,1.45,69347,135.09,1,0,0,256,0,0
958,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.3,113461,276.05,0,0,0,256,0,0
959,Acer,2 in 1 Convertible,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.25,34808,135.09,1,1,0,0,0,32
960,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,137352,165.63,0,0,0,256,0,0
961,Lenovo,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.36,157485,176.23,0,1,0,256,0,0
962,Acer,Notebook,Intel Core i5,12,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.4,90285,141.21,0,0,1,128,0,0
963,Toshiba,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.1,160169,176.23,1,0,0,512,0,0
964,HP,Notebook,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,2.04,75745,100.45,0,0,1,0,0,0
965,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Linux,2.25,41664,100.45,0,0,1,0,0,0
966,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.9,73821,100.45,0,0,500,0,0,0
967,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.04,61294,141.21,0,0,500,0,0,0
968,Dell,Gaming,Intel Core i7,32,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,281773,127.34,0,1,1,256,0,0
969,Lenovo,Notebook,Intel Core i5,6,256GB SSD,Nvidia GeForce,Windows 10,2.4,62189,141.21,0,0,0,256,0,0
970,Dell,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.22,169923,276.05,1,0,0,512,0,0
971,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.5,175647,209.8,1,0,0,256,0,0
972,Dell,Gaming,Intel Core i7,32,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,250544,127.34,0,0,1,256,0,0
973,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.95,105586,157.35,0,0,0,256,0,0
974,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.73,183425,127.34,0,0,1,256,0,0
975,HP,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.04,87601,141.21,0,1,1,128,0,0
976,Lenovo,Notebook,Intel Core i5,4,508GB Hybrid,Intel HD,Windows 7,1.7,89659,111.94,0,0,0,0,508,0
977,Asus,2 in 1 Convertible,Intel Core i7,16,512GB SSD +  2TB HDD,Nvidia GeForce,Windows 10,2.3,160975,282.42,1,0,2,512,0,0
978,HP,Notebook,Intel Core i7,6,1TB HDD,Intel HD,Windows 10,2.04,51809,100.45,0,0,1,0,0,0
979,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.99,156501,127.34,0,0,1,256,0,0
980,Dell,2 in 1 Convertible,Intel Core i7,12,512GB SSD,Intel HD,Windows 10,2.19,116235,141.21,1,1,0,512,0,0
981,Toshiba,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 7,1.2,106929,165.63,0,0,0,128,0,0
982,Lenovo,Notebook,AMD A-Series,6,256GB SSD,AMD Radeon,Windows 10,2.2,49125,141.21,0,0,0,256,0,0
984,Toshiba,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.75,81874,111.94,0,0,500,0,0,0
985,Dell,Notebook,Intel Core i5,4,500GB HDD,AMD Radeon,Windows 10,2.25,53599,100.45,0,0,500,0,0,0
986,HP,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.04,72121,141.21,0,0,1,0,0,0
987,Lenovo,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,106392,141.21,0,1,1,128,0,0
988,Dell,Notebook,Intel Core i7,8,1TB HDD,AMD Radeon,Windows 10,2.36,67021,100.45,0,0,1,0,0,0
989,Dell,Notebook,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,1.6,100128,157.35,0,0,0,128,0,0
990,HP,Netbook,Other Intel Processor,8,512GB SSD,Intel HD,Windows 10,0.97,170728,176.23,0,0,0,512,0,0
991,HP,Notebook,Intel Core i3,4,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.1,44651,141.21,0,0,1,128,0,0
992,Lenovo,Notebook,Other Intel Processor,4,128GB SSD,Intel HD,No OS,1.9,24215,100.45,0,0,0,128,0,0
993,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.3,120709,141.21,0,0,0,256,0,0
994,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.68,79548,165.63,1,0,0,256,0,0
995,Asus,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.4,102902,276.05,0,0,0,256,0,0
996,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.11,120709,165.63,1,1,0,256,0,0
997,Acer,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.4,34002,100.45,0,0,500,0,0,0
998,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,160975,141.21,0,0,1,256,0,0
999,HP,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.48,186924,157.35,0,0,0,512,0,0
1000,Acer,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,112745,141.21,0,1,1,128,0,0
1001,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.34,106392,165.63,0,1,0,256,0,0
1002,Dell,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.18,48946,100.45,0,0,0,128,0,0
1003,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.64,69705,111.94,0,0,500,0,0,0
1004,Toshiba,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.2,106929,165.63,0,0,0,128,0,0
1005,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.48,98427,111.94,0,0,0,256,0,0
1006,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.95,107823,157.35,0,0,0,256,0,0
1007,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 7,1.43,129657,157.35,0,0,0,256,0,0
1008,HP,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,1.64,93888,157.35,0,0,0,256,0,0
1009,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.64,61204,111.94,0,0,500,0,0,0
1010,Dell,Gaming,Intel Core i5,8,1.0TB Hybrid,Nvidia GeForce,Windows 10,2.65,84917,141.21,0,0,0,0,10,0
1011,HP,Ultrabook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.26,137710,176.23,0,0,500,0,0,0
1012,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.48,142273,157.35,0,0,0,256,0,0
1013,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.54,168868,157.35,0,0,0,256,0,0
1014,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.49,71584,117.83,0,0,500,0,0,0
1015,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.5,108271,117.83,0,0,0,256,0,0
1016,HP,Notebook,Intel Core i3,4,256GB SSD,Intel HD,Windows 10,2.04,68899,100.45,0,0,0,256,0,0
1017,Lenovo,Notebook,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows 7,2.4,265577,254.67,0,1,0,512,0,0
1018,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.47,133325,157.35,0,1,0,256,0,0
1019,HP,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.43,199451,157.35,0,0,0,256,0,0
1020,Dell,2 in 1 Convertible,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.08,71225,141.21,1,1,1,0,0,0
1021,Toshiba,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,142273,165.63,0,0,0,256,0,0
1022,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.11,102813,165.63,0,1,0,256,0,0
1023,HP,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,1.64,106072,157.35,0,0,0,256,0,0
1024,Dell,Notebook,Intel Core i5,8,500GB HDD,Intel HD,Windows 10,2.09,93635,141.21,0,0,500,0,0,0
1025,HP,Ultrabook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.26,139499,125.37,0,0,0,256,0,0
1026,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.31,106392,111.94,0,0,500,0,0,0
1027,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.95,94849,111.94,0,0,500,0,0,0
1028,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.29,145316,276.05,1,0,0,256,0,0
1029,HP,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.63,96638,127.34,0,0,0,256,0,0
1030,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.64,87064,111.94,0,0,0,256,0,0
1031,Acer,Notebook,AMD A-Series,6,1TB HDD,AMD Radeon,Windows 10,2.1,36597,100.45,0,0,1,0,0,0
1032,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,106642,127.34,0,0,1,128,0,0
1033,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.95,106929,157.35,0,0,0,256,0,0
1034,HP,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.84,109970,141.21,0,0,0,256,0,0
1035,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.26,120709,176.23,0,0,0,256,0,0
1036,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.04,66394,100.45,0,0,500,0,0,0
1037,Toshiba,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.47,154353,157.35,0,1,0,256,0,0
1038,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,2.09,95113,141.21,0,0,0,256,0,0
1039,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.64,90420,157.35,0,0,0,256,0,0
1040,Lenovo,2 in 1 Convertible,Intel Core i7,4,256GB SSD,Intel HD,Windows 10,1.8,75790,141.21,1,1,0,256,0,0
1042,Toshiba,Notebook,Intel Core i7,16,256GB SSD,Nvidia GeForce,Windows 10,2.4,127509,141.21,0,1,0,256,0,0
1043,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.3,93918,141.21,0,0,0,256,0,0
1044,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.54,89480,157.35,0,0,500,0,0,0
1045,HP,Notebook,Intel Core i5,8,256GB SSD +  500GB HDD,Intel HD,Windows 10,1.84,188207,141.21,0,0,500,256,0,0
1046,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.43,131446,157.35,0,0,0,256,0,0
1047,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.78,138304,127.34,0,1,1,256,0,0
1048,Lenovo,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.6,204908,127.34,0,1,1,128,0,0
1049,Asus,Netbook,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,1.2,25761,135.09,0,0,0,0,0,16
1050,Lenovo,Notebook,Intel Core i7,16,256GB SSD,Intel HD,Windows 7,1.1,234438,209.8,0,1,0,256,0,0
1051,HP,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,1.91,87601,141.21,0,1,1,0,0,0
1052,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.3,97891,141.21,1,1,0,256,0,0
1053,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,2.04,87601,100.45,0,0,0,256,0,0
1054,Dell,Ultrabook,Intel Core i7,16,1TB SSD,Intel HD,Windows 10,1.2,201688,276.05,1,0,0,1,0,0
1055,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.31,63097,100.45,0,0,500,0,0,0
1056,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,No OS,1.96,44651,100.45,0,0,500,0,0,0
1057,Acer,Notebook,AMD A-Series,8,1TB HDD,AMD Radeon,Windows 10,2.4,40177,100.45,0,0,1,0,0,0
1058,Dell,2 in 1 Convertible,Intel Core i7,12,256GB SSD,Intel HD,Windows 10,1.6,116235,165.63,1,1,0,256,0,0
1059,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.94,162764,141.21,0,0,1,256,0,0
1060,HP,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,2.04,95744,141.21,0,0,0,256,0,0
1061,Asus,Gaming,Intel Core i7,16,1TB HDD,Nvidia GeForce,No OS,4.0,89301,127.34,0,1,1,0,0,0
1062,Dell,Notebook,Intel Core i5,4,1TB HDD,Intel HD,Windows 10,2.25,50019,141.21,0,0,1,0,0,0
1063,Dell,Notebook,Intel Core i7,16,2TB HDD,AMD Radeon,Windows 10,2.32,88584,141.21,0,0,2,0,0,0
1064,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.8,172607,141.21,0,0,1,256,0,0
1065,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.29,130462,165.63,0,0,0,256,0,0
1066,Asus,Gaming,Intel Core i7,64,1TB SSD,Nvidia GeForce,Windows 10,3.58,355683,127.34,0,1,0,1,0,0
1067,Dell,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.62,71406,165.63,1,0,0,256,0,0
1068,Dell,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.21,118919,282.42,0,0,1,256,0,0
1070,Dell,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.06,43128,100.45,0,0,500,0,0,0
1071,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.31,107287,100.45,0,0,500,0,0,0
1072,HP,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.26,107287,176.23,0,0,0,256,0,0
1073,HP,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.49,97533,165.63,0,0,0,256,0,0
1074,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.3,153323,176.23,1,1,0,256,0,0
1075,Lenovo,Notebook,Intel Core i5,8,1.0TB HDD,AMD Radeon,Windows 10,3.0,58967,106.11,0,0,10,0,0,0
1076,Lenovo,Notebook,Intel Core i5,4,1TB HDD,Nvidia GeForce,Windows 10,2.3,87422,141.21,0,1,1,0,0,0
1077,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.78,223611,127.34,0,0,1,256,0,0
1078,Lenovo,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.1,48319,100.45,0,0,500,0,0,0
1079,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 7,2.31,84111,141.21,0,0,500,0,0,0
1080,Lenovo,Ultrabook,Other Intel Processor,8,512GB SSD,Intel HD,Windows 10,0.99,125183,234.98,1,1,0,512,0,0
1081,Lenovo,Gaming,Intel Core i7,32,512GB SSD +  1.0TB Hybrid,Nvidia GeForce,Windows 10,4.6,289915,127.34,0,1,0,512,10,0
1083,HP,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.3,183345,331.26,0,1,0,512,0,0
1084,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.18,67110,141.21,0,0,0,256,0,0
1085,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 7,1.54,92253,157.35,0,0,500,0,0,0
1086,HP,Workstation,Intel Core i7,8,256GB SSD,AMD FirePro,Windows 7,1.9,133773,141.21,0,0,0,256,0,0
1087,Lenovo,Notebook,Intel Core i5,8,180GB SSD,Intel HD,Windows 7,1.7,107287,157.35,0,0,0,180,0,0
1088,HP,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.29,55030,276.05,0,0,0,0,0,32
1089,Acer,Notebook,AMD A-Series,4,500GB HDD,AMD Radeon,Windows 10,2.4,34629,100.45,0,0,500,0,0,0
1090,Dell,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Linux,2.2,35209,100.45,0,0,500,0,0,0
1091,HP,Notebook,Intel Core i3,4,1TB HDD,Intel HD,No OS,1.86,30959,100.45,0,0,1,0,0,0
1092,Asus,Gaming,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,143079,127.34,0,1,1,256,0,0
1093,Dell,Ultrabook,Intel Core i5,4,256GB SSD,AMD Radeon,Windows 10,1.4,73226,165.63,0,1,0,256,0,0
1094,HP,Netbook,Intel Core i5,4,128GB SSD,Intel HD,Windows 7,2.4,143079,125.37,0,0,0,128,0,0
1095,Acer,Notebook,Intel Core i5,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.4,71495,141.21,0,0,1,256,0,0
1096,Dell,Notebook,Intel Core i5,8,1TB HDD,AMD Radeon,Windows 10,2.36,57160,141.21,0,0,1,0,0,0
1097,MSI,Gaming,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.6,143079,127.34,0,0,0,256,0,0
1098,HP,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Windows 10,1.96,44740,100.45,0,0,1,0,0,0
1099,Asus,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.3,205715,127.34,0,1,1,128,0,0
